;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;3606;601;31.3492159228
1;2;Champagne;774;129;33.2857142857
2;3;Picardie;888;148;31.8261904762
3;4;Haute-Normandie;792;132;30.8767123288
4;5;Centre;1218;203;31.9484346225
5;6;Basse-Normandie;816;136;30.7182741117
6;7;Bourgogne;408;68;32.9794871795
7;8;Nord;1362;227;28.2987220447
8;9;Lorraine;1164;194;31.4162162162
9;10;Alsace;714;119;29.7327044025
10;11;Franche Comté;786;131;31.2198391421
11;12;Pays de la Loire;1350;225;32.6104100946
12;13;Bretagne;1320;220;33.7692307692
13;14;Poitou Charentes;984;164;32.2359307359
14;15;Aquitaine;1464;244;31.5513748191
15;16;Midi-Pyrénées;918;153;31.4631336406
16;17;limousin;264;44;31.8780487805
17;18;Rhône-Alpes;2058;343;29.7651905252
18;19;Auvergne;702;117;30.1261261261
19;20;Languedoc;1524;254;30.7359550562
20;21;Provence Côte d'Azur;1362;227;30.4501557632
