;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;77;77;18.1643835616
1;2;Champagne;5;5;23.75
2;3;Picardie;12;12;19.5
3;4;Haute-Normandie;21;21;16.3684210526
4;5;Centre;13;13;20.5
5;6;Basse-Normandie;11;11;17.7272727273
6;7;Bourgogne;6;6;20.0
7;8;Nord;11;11;16.2222222222
8;9;Lorraine;15;15;15.6666666667
9;10;Alsace;5;5;21.0
10;11;Franche Comté;4;4;14.5
11;12;Pays de la Loire;28;28;18.0357142857
12;13;Bretagne;32;32;20.4666666667
13;14;Poitou Charentes;8;8;18.5714285714
14;15;Aquitaine;25;25;23.8695652174
15;16;Midi-Pyrénées;19;19;16.4375
16;17;limousin;3;3;16.6666666667
17;18;Rhône-Alpes;43;43;17.8205128205
18;19;Auvergne;9;9;16.875
19;20;Languedoc;25;25;15.84
20;21;Provence Côte d'Azur;24;24;18.9130434783
