;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;38.5297297297
1;2;Champagne;129;129;40.0964912281
2;3;Picardie;148;148;47.1285714286
3;4;Haute-Normandie;132;132;43.8524590164
4;5;Centre;203;203;39.8296703297
5;6;Basse-Normandie;136;136;38.4580152672
6;7;Bourgogne;68;68;32.9523809524
7;8;Nord;227;227;32.7735849057
8;9;Lorraine;194;194;33.935483871
9;10;Alsace;119;119;41.7407407407
10;11;Franche Comté;131;131;35.5669291339
11;12;Pays de la Loire;225;225;39.5507246377
12;13;Bretagne;220;220;37.4780487805
13;14;Poitou Charentes;164;164;40.9487179487
14;15;Aquitaine;244;244;37.9257641921
15;16;Midi-Pyrénées;153;153;38.7972027972
16;17;limousin;44;44;39.4186046512
17;18;Rhône-Alpes;343;343;38.1861198738
18;19;Auvergne;117;117;36.3125
19;20;Languedoc;254;254;36.7257383966
20;21;Provence Côte d'Azur;227;227;39.1435185185
