;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;106;106;24.8481012658
1;2;Champagne;42;42;21.4848484848
2;3;Picardie;17;17;21.5625
3;4;Haute-Normandie;7;7;25.0
4;5;Centre;45;45;18.6666666667
5;6;Basse-Normandie;17;17;18.3333333333
6;7;Bourgogne;8;8;24.1666666667
7;8;Nord;57;57;23.0
8;9;Lorraine;21;21;16.7222222222
9;10;Alsace;8;8;19.3333333333
10;11;Franche Comté;9;9;22.125
11;12;Pays de la Loire;28;28;20.5769230769
12;13;Bretagne;21;21;24.7222222222
13;14;Poitou Charentes;15;15;18.0
14;15;Aquitaine;19;19;25.8333333333
15;16;Midi-Pyrénées;8;8;20.0
16;17;limousin;2;2;10.0
17;18;Rhône-Alpes;18;18;20.3571428571
18;19;Auvergne;11;11;25.5
19;20;Languedoc;42;42;23.8947368421
20;21;Provence Côte d'Azur;33;33;20.7692307692
