;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;36.6460980036
1;2;Champagne;129;129;36.8695652174
2;3;Picardie;148;148;38.6518518519
3;4;Haute-Normandie;132;132;32.9642857143
4;5;Centre;203;203;37.6574585635
5;6;Basse-Normandie;136;136;35.8914728682
6;7;Bourgogne;68;68;35.5555555556
7;8;Nord;227;227;36.6820276498
8;9;Lorraine;194;194;33.7647058824
9;10;Alsace;119;119;33.6146788991
10;11;Franche Comté;131;131;36.0555555556
11;12;Pays de la Loire;225;225;37.3712871287
12;13;Bretagne;220;220;41.72
13;14;Poitou Charentes;164;164;36.1474358974
14;15;Aquitaine;244;244;37.4718614719
15;16;Midi-Pyrénées;153;153;37.1188811189
16;17;limousin;44;44;36.5476190476
17;18;Rhône-Alpes;343;343;36.384375
18;19;Auvergne;117;117;36.504587156
19;20;Languedoc;254;254;35.223628692
20;21;Provence Côte d'Azur;227;227;35.6525821596
