;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;224;32;23.7326203209
1;2;Champagne;63;9;24.2564102564
2;3;Picardie;98;14;17.8472222222
3;4;Haute-Normandie;56;8;25.2040816327
4;5;Centre;147;21;21.0162601626
5;6;Basse-Normandie;126;18;20.3300970874
6;7;Bourgogne;56;8;18.5813953488
7;8;Nord;126;18;18.5428571429
8;9;Lorraine;112;16;19.0373831776
9;10;Alsace;119;17;30.8712871287
10;11;Franche Comté;49;7;15.2222222222
11;12;Pays de la Loire;140;20;18.3826086957
12;13;Bretagne;133;19;19.376
13;14;Poitou Charentes;161;23;24.0784313725
14;15;Aquitaine;161;23;21.1407407407
15;16;Midi-Pyrénées;161;23;18.7916666667
16;17;limousin;42;6;21.1111111111
17;18;Rhône-Alpes;154;22;23.0153846154
18;19;Auvergne;119;17;18.0729166667
19;20;Languedoc;133;19;21.7073170732
20;21;Provence Côte d'Azur;119;17;20.3557692308
