;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;1974;282;37.9944008959
1;2;Champagne;413;59;38.8772378517
2;3;Picardie;483;69;40.6726457399
3;4;Haute-Normandie;371;53;38.7396825397
4;5;Centre;630;90;41.3460144928
5;6;Basse-Normandie;350;50;43.5
6;7;Bourgogne;252;36;37.3733905579
7;8;Nord;700;100;34.2971698113
8;9;Lorraine;560;80;35.5848303393
9;10;Alsace;315;45;34.7275985663
10;11;Franche Comté;357;51;35.6304985337
11;12;Pays de la Loire;700;100;39.6926677067
12;13;Bretagne;707;101;40.4772727273
13;14;Poitou Charentes;518;74;40.0613496933
14;15;Aquitaine;679;97;40.1293532338
15;16;Midi-Pyrénées;525;75;37.8810483871
16;17;limousin;119;17;40.4464285714
17;18;Rhône-Alpes;1015;145;36.2977346278
18;19;Auvergne;301;43;36.8125
19;20;Languedoc;784;112;36.3655462185
20;21;Provence Côte d'Azur;672;96;36.6048
