;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;319;319;36.4607142857
1;2;Champagne;70;70;43.1016949153
2;3;Picardie;79;79;34.1470588235
3;4;Haute-Normandie;79;79;37.1527777778
4;5;Centre;113;113;36.4166666667
5;6;Basse-Normandie;86;86;35.975
6;7;Bourgogne;32;32;39.0
7;8;Nord;127;127;32.5625
8;9;Lorraine;114;114;37.6055045872
9;10;Alsace;74;74;35.40625
10;11;Franche Comté;80;80;35.7205882353
11;12;Pays de la Loire;125;125;36.6434782609
12;13;Bretagne;119;119;38.623853211
13;14;Poitou Charentes;90;90;34.8409090909
14;15;Aquitaine;147;147;37.3669064748
15;16;Midi-Pyrénées;78;78;35.4347826087
16;17;limousin;27;27;32.5
17;18;Rhône-Alpes;198;198;36.6593406593
18;19;Auvergne;74;74;37.6666666667
19;20;Languedoc;142;142;35.6590909091
20;21;Provence Côte d'Azur;131;131;36.8629032258
