;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;12;12;44.5
1;2;Champagne;3;3;100.0
2;3;Picardie;5;5;30.0
3;4;Haute-Normandie;4;4;38.75
4;5;Centre;10;10;33.75
5;6;Basse-Normandie;3;3;60.0
6;7;Bourgogne;6;6;51.0
7;8;Nord;7;7;28.3333333333
8;9;Lorraine;6;6;57.5
9;10;Alsace;4;4;22.5
10;11;Franche Comté;3;3;36.6666666667
11;12;Pays de la Loire;9;9;30.5555555556
12;13;Bretagne;4;4;37.5
13;14;Poitou Charentes;12;12;38.7
14;15;Aquitaine;5;5;39.0
15;16;Midi-Pyrénées;10;10;44.0
16;17;limousin;2;2;37.5
17;18;Rhône-Alpes;5;5;33.0
18;19;Auvergne;4;4;56.25
19;20;Languedoc;8;8;30.625
20;21;Provence Côte d'Azur;6;6;33.3333333333
