;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;319;319;38.1586206897
1;2;Champagne;70;70;39.5254237288
2;3;Picardie;79;79;51.7702702703
3;4;Haute-Normandie;79;79;44.7260273973
4;5;Centre;113;113;38.3
5;6;Basse-Normandie;86;86;36.4819277108
6;7;Bourgogne;32;32;31.7857142857
7;8;Nord;127;127;29.7272727273
8;9;Lorraine;114;114;34.954954955
9;10;Alsace;74;74;43.6470588235
10;11;Franche Comté;80;80;37.038961039
11;12;Pays de la Loire;125;125;38.7027027027
12;13;Bretagne;119;119;36.0825688073
13;14;Poitou Charentes;90;90;43.1764705882
14;15;Aquitaine;147;147;34.8175182482
15;16;Midi-Pyrénées;78;78;40.1369863014
16;17;limousin;27;27;36.4814814815
17;18;Rhône-Alpes;198;198;38.8833333333
18;19;Auvergne;74;74;36.4788732394
19;20;Languedoc;142;142;35.803030303
20;21;Provence Côte d'Azur;131;131;42.3543307087
