;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;1428;34;31.7791225416
1;2;Champagne;84;2;41.25
2;3;Picardie;210;5;38.4895833333
3;4;Haute-Normandie;588;14;33.3188976378
4;5;Centre;336;8;33.4025157233
5;6;Basse-Normandie;252;6;33.6991869919
6;7;Bourgogne;168;4;33.4615384615
7;8;Nord;210;5;28.3617021277
8;9;Lorraine;210;5;37.8585858586
9;10;Alsace;84;2;27.5476190476
10;11;Franche Comté;84;2;32.6829268293
11;12;Pays de la Loire;462;11;30.257918552
12;13;Bretagne;672;16;32.6761904762
13;14;Poitou Charentes;168;4;33.0
14;15;Aquitaine;462;11;36.3883928571
15;16;Midi-Pyrénées;294;7;29.5735294118
16;17;limousin;42;1;24.5
17;18;Rhône-Alpes;966;23;32.1854460094
18;19;Auvergne;168;4;27.1785714286
19;20;Languedoc;588;14;25.6223021583
20;21;Provence Côte d'Azur;588;14;30.4787234043
