;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;282;282;38.2754716981
1;2;Champagne;59;59;39.4827586207
2;3;Picardie;69;69;42.2121212121
3;4;Haute-Normandie;53;53;36.46
4;5;Centre;90;90;41.7325581395
5;6;Basse-Normandie;50;50;51.7959183673
6;7;Bourgogne;36;36;37.2727272727
7;8;Nord;100;100;36.3736263736
8;9;Lorraine;80;80;34.1506849315
9;10;Alsace;45;45;34.6976744186
10;11;Franche Comté;51;51;36.5625
11;12;Pays de la Loire;100;100;38.793814433
12;13;Bretagne;101;101;38.2371134021
13;14;Poitou Charentes;74;74;40.7042253521
14;15;Aquitaine;97;97;40.4945054945
15;16;Midi-Pyrénées;75;75;38.027027027
16;17;limousin;17;17;34.4117647059
17;18;Rhône-Alpes;145;145;36.3458646617
18;19;Auvergne;43;43;30.5
19;20;Languedoc;112;112;38.320754717
20;21;Provence Côte d'Azur;96;96;37.3820224719
