;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;224;32;39.5187165775
1;2;Champagne;63;9;41.9387755102
2;3;Picardie;98;14;36.0897435897
3;4;Haute-Normandie;56;8;45.7
4;5;Centre;147;21;37.9285714286
5;6;Basse-Normandie;126;18;40.094017094
6;7;Bourgogne;56;8;44.5625
7;8;Nord;126;18;26.7264957265
8;9;Lorraine;112;16;33.8981481481
9;10;Alsace;119;17;35.6666666667
10;11;Franche Comté;49;7;34.0625
11;12;Pays de la Loire;140;20;35.8307692308
12;13;Bretagne;133;19;32.7244094488
13;14;Poitou Charentes;161;23;42.9864864865
14;15;Aquitaine;161;23;35.7792207792
15;16;Midi-Pyrénées;161;23;38.0067567568
16;17;limousin;42;6;34.8648648649
17;18;Rhône-Alpes;154;22;36.5467625899
18;19;Auvergne;119;17;38.6574074074
19;20;Languedoc;133;19;37.3015873016
20;21;Provence Côte d'Azur;119;17;33.359223301
