;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;282;282;19.9751037344
1;2;Champagne;59;59;21.8367346939
2;3;Picardie;69;69;19.34375
3;4;Haute-Normandie;53;53;19.1739130435
4;5;Centre;90;90;19.3521126761
5;6;Basse-Normandie;50;50;19.8863636364
6;7;Bourgogne;36;36;19.84375
7;8;Nord;100;100;20.256097561
8;9;Lorraine;80;80;20.6315789474
9;10;Alsace;45;45;18.4473684211
10;11;Franche Comté;51;51;21.7659574468
11;12;Pays de la Loire;100;100;21.0319148936
12;13;Bretagne;101;101;20.6263736264
13;14;Poitou Charentes;74;74;21.4461538462
14;15;Aquitaine;97;97;21.8915662651
15;16;Midi-Pyrénées;75;75;17.5428571429
16;17;limousin;17;17;22.7142857143
17;18;Rhône-Alpes;145;145;19.2926829268
18;19;Auvergne;43;43;18.0769230769
19;20;Languedoc;112;112;19.2040816327
20;21;Provence Côte d'Azur;96;96;20.3461538462
