;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;38.5436720143
1;2;Champagne;129;129;38.173553719
2;3;Picardie;148;148;37.8642857143
3;4;Haute-Normandie;132;132;35.2857142857
4;5;Centre;203;203;39.6105263158
5;6;Basse-Normandie;136;136;44.4402985075
6;7;Bourgogne;68;68;36.7419354839
7;8;Nord;227;227;33.2488262911
8;9;Lorraine;194;194;36.0274725275
9;10;Alsace;119;119;36.1926605505
10;11;Franche Comté;131;131;37.0163934426
11;12;Pays de la Loire;225;225;38.7710280374
12;13;Bretagne;220;220;39.9812206573
13;14;Poitou Charentes;164;164;39.6202531646
14;15;Aquitaine;244;244;37.1347826087
15;16;Midi-Pyrénées;153;153;38.1360544218
16;17;limousin;44;44;32.1428571429
17;18;Rhône-Alpes;343;343;35.3525641026
18;19;Auvergne;117;117;32.5267857143
19;20;Languedoc;254;254;35.4958677686
20;21;Provence Côte d'Azur;227;227;37.6046511628
