;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;18;18;36.6470588235
1;2;Champagne;4;4;27.5
2;3;Picardie;6;6;37.0
3;4;Haute-Normandie;6;6;42.5
4;5;Centre;14;14;42.6923076923
5;6;Basse-Normandie;4;4;41.25
6;7;Bourgogne;5;5;34.0
7;8;Nord;9;9;76.0
8;9;Lorraine;12;12;31.6666666667
9;10;Alsace;4;4;28.3333333333
10;11;Franche Comté;23;23;36.6818181818
11;12;Pays de la Loire;10;10;46.875
12;13;Bretagne;9;9;48.5714285714
13;14;Poitou Charentes;14;14;33.3076923077
14;15;Aquitaine;10;10;38.3333333333
15;16;Midi-Pyrénées;12;12;48.75
16;17;limousin;2;2;32.5
17;18;Rhône-Alpes;20;20;32.8125
18;19;Auvergne;7;7;35.0
19;20;Languedoc;9;9;31.7777777778
20;21;Provence Côte d'Azur;6;6;35.0
