;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;36.2161616162
1;2;Champagne;129;129;34.2264150943
2;3;Picardie;148;148;38.7421875
3;4;Haute-Normandie;132;132;37.4095238095
4;5;Centre;203;203;36.5151515152
5;6;Basse-Normandie;136;136;38.7899159664
6;7;Bourgogne;68;68;39.0350877193
7;8;Nord;227;227;31.0578947368
8;9;Lorraine;194;194;34.3253012048
9;10;Alsace;119;119;32.7378640777
10;11;Franche Comté;131;131;35.4260869565
11;12;Pays de la Loire;225;225;36.4467005076
12;13;Bretagne;220;220;40.4591836735
13;14;Poitou Charentes;164;164;39.4466666667
14;15;Aquitaine;244;244;37.7107843137
15;16;Midi-Pyrénées;153;153;37.0652173913
16;17;limousin;44;44;40.0
17;18;Rhône-Alpes;343;343;35.7344827586
18;19;Auvergne;117;117;34.9716981132
19;20;Languedoc;254;254;35.3018867925
20;21;Provence Côte d'Azur;227;227;38.8527918782
