;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;282;282;19.5080645161
1;2;Champagne;59;59;20.0185185185
2;3;Picardie;69;69;18.803030303
3;4;Haute-Normandie;53;53;16.4583333333
4;5;Centre;90;90;19.1780821918
5;6;Basse-Normandie;50;50;16.6363636364
6;7;Bourgogne;36;36;20.4285714286
7;8;Nord;100;100;19.1084337349
8;9;Lorraine;80;80;21.3421052632
9;10;Alsace;45;45;21.225
10;11;Franche Comté;51;51;20.4680851064
11;12;Pays de la Loire;100;100;19.0638297872
12;13;Bretagne;101;101;20.8404255319
13;14;Poitou Charentes;74;74;21.8181818182
14;15;Aquitaine;97;97;21.2558139535
15;16;Midi-Pyrénées;75;75;16.447761194
16;17;limousin;17;17;19.0625
17;18;Rhône-Alpes;145;145;17.5390625
18;19;Auvergne;43;43;17.35
19;20;Languedoc;112;112;17.6464646465
20;21;Provence Côte d'Azur;96;96;17.75
