;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;1386;33;30.1063122924
1;2;Champagne;672;16;35.2962962963
2;3;Picardie;672;16;30.7663551402
3;4;Haute-Normandie;462;11;28.5067264574
4;5;Centre;546;13;33.4745762712
5;6;Basse-Normandie;588;14;34.7636363636
6;7;Bourgogne;210;5;31.3333333333
7;8;Nord;672;16;26.3127035831
8;9;Lorraine;714;17;30.1073619632
9;10;Alsace;630;15;27.1042471042
10;11;Franche Comté;126;3;36.8305084746
11;12;Pays de la Loire;924;22;29.2779220779
12;13;Bretagne;1008;24;33.2457983193
13;14;Poitou Charentes;672;16;39.4429967427
14;15;Aquitaine;1092;26;31.0738522954
15;16;Midi-Pyrénées;546;13;28.8492063492
16;17;limousin;126;3;25.3278688525
17;18;Rhône-Alpes;1008;24;25.0117096019
18;19;Auvergne;378;9;32.1573033708
19;20;Languedoc;756;18;30.3890577508
20;21;Provence Côte d'Azur;756;18;35.9312320917
