;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;336;48;38.9079365079
1;2;Champagne;49;7;39.7674418605
2;3;Picardie;63;9;58.724137931
3;4;Haute-Normandie;119;17;40.2293577982
4;5;Centre;42;6;42.4390243902
5;6;Basse-Normandie;56;8;43.6111111111
6;7;Bourgogne;42;6;33.6363636364
7;8;Nord;91;13;30.6818181818
8;9;Lorraine;91;13;34.4814814815
9;10;Alsace;42;6;31.4285714286
10;11;Franche Comté;21;3;36.0526315789
11;12;Pays de la Loire;98;14;38.8863636364
12;13;Bretagne;119;17;36.7105263158
13;14;Poitou Charentes;112;16;35.7798165138
14;15;Aquitaine;126;18;37.4035087719
15;16;Midi-Pyrénées;63;9;33.4406779661
16;17;limousin;7;1;52.1428571429
17;18;Rhône-Alpes;217;31;40.6256157635
18;19;Auvergne;63;9;36.7692307692
19;20;Languedoc;84;12;35.275
20;21;Provence Côte d'Azur;140;20;40.946969697
