;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;319;319;35.7093425606
1;2;Champagne;70;70;33.0
2;3;Picardie;79;79;37.8732394366
3;4;Haute-Normandie;79;79;30.9230769231
4;5;Centre;113;113;36.0
5;6;Basse-Normandie;86;86;35.7738095238
6;7;Bourgogne;32;32;33.2258064516
7;8;Nord;127;127;35.8467741935
8;9;Lorraine;114;114;35.9189189189
9;10;Alsace;74;74;36.2205882353
10;11;Franche Comté;80;80;34.0394736842
11;12;Pays de la Loire;125;125;34.6126126126
12;13;Bretagne;119;119;37.8598130841
13;14;Poitou Charentes;90;90;35.3529411765
14;15;Aquitaine;147;147;37.7659574468
15;16;Midi-Pyrénées;78;78;34.8571428571
16;17;limousin;27;27;36.1538461538
17;18;Rhône-Alpes;198;198;35.7830687831
18;19;Auvergne;74;74;38.0
19;20;Languedoc;142;142;34.7153284672
20;21;Provence Côte d'Azur;131;131;35.4098360656
