;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;37.6463414634
1;2;Champagne;59;59;36.2363636364
2;3;Picardie;69;69;39.8253968254
3;4;Haute-Normandie;53;53;40.55
4;5;Centre;90;90;39.5479452055
5;6;Basse-Normandie;50;50;39.9574468085
6;7;Bourgogne;36;36;39.40625
7;8;Nord;100;100;32.4725274725
8;9;Lorraine;80;80;35.7164179104
9;10;Alsace;45;45;37.9473684211
10;11;Franche Comté;51;51;34.7959183673
11;12;Pays de la Loire;100;100;37.25
12;13;Bretagne;101;101;39.3333333333
13;14;Poitou Charentes;74;74;40.6056338028
14;15;Aquitaine;97;97;39.8795180723
15;16;Midi-Pyrénées;75;75;36.2608695652
16;17;limousin;17;17;38.0
17;18;Rhône-Alpes;145;145;33.6363636364
18;19;Auvergne;43;43;46.7857142857
19;20;Languedoc;112;112;37.9705882353
20;21;Provence Côte d'Azur;96;96;41.8666666667
