;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;20;20;36.3888888889
1;2;Champagne;6;6;45.0
2;3;Picardie;9;9;24.375
3;4;Haute-Normandie;4;4;41.25
4;5;Centre;11;11;34.5454545455
5;6;Basse-Normandie;15;15;37.7333333333
6;7;Bourgogne;2;2;90.0
7;8;Nord;11;11;26.0909090909
8;9;Lorraine;10;10;30.0
9;10;Alsace;13;13;36.8181818182
10;11;Franche Comté;4;4;26.25
11;12;Pays de la Loire;11;11;35.0
12;13;Bretagne;15;15;38.7857142857
13;14;Poitou Charentes;11;11;46.0
14;15;Aquitaine;18;18;43.2352941176
15;16;Midi-Pyrénées;13;13;40.4166666667
16;17;limousin;4;4;26.6666666667
17;18;Rhône-Alpes;17;17;32.6666666667
18;19;Auvergne;13;13;31.25
19;20;Languedoc;11;11;30.0
20;21;Provence Côte d'Azur;11;11;36.0
