;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;106;106;41.8080808081
1;2;Champagne;42;42;43.95
2;3;Picardie;17;17;33.5294117647
3;4;Haute-Normandie;7;7;36.4285714286
4;5;Centre;45;45;38.0714285714
5;6;Basse-Normandie;17;17;49.7058823529
6;7;Bourgogne;8;8;31.875
7;8;Nord;57;57;30.1851851852
8;9;Lorraine;21;21;44.0952380952
9;10;Alsace;8;8;40.25
10;11;Franche Comté;9;9;51.2222222222
11;12;Pays de la Loire;28;28;38.3928571429
12;13;Bretagne;21;21;36.7
13;14;Poitou Charentes;15;15;40.3333333333
14;15;Aquitaine;19;19;36.0
15;16;Midi-Pyrénées;8;8;35.625
16;17;limousin;2;2;37.5
17;18;Rhône-Alpes;18;18;34.7058823529
18;19;Auvergne;11;11;35.9090909091
19;20;Languedoc;42;42;38.75
20;21;Provence Côte d'Azur;33;33;38.5
