;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;601;601;36.4704797048
1;2;Champagne;129;129;37.5384615385
2;3;Picardie;148;148;38.6592592593
3;4;Haute-Normandie;132;132;35.4655172414
4;5;Centre;203;203;37.3038674033
5;6;Basse-Normandie;136;136;36.6976744186
6;7;Bourgogne;68;68;40.6349206349
7;8;Nord;227;227;32.4202898551
8;9;Lorraine;194;194;34.4861878453
9;10;Alsace;119;119;35.2685185185
10;11;Franche Comté;131;131;36.7338709677
11;12;Pays de la Loire;225;225;36.980861244
12;13;Bretagne;220;220;38.8916256158
13;14;Poitou Charentes;164;164;38.4102564103
14;15;Aquitaine;244;244;38.701754386
15;16;Midi-Pyrénées;153;153;39.2335766423
16;17;limousin;44;44;39.2857142857
17;18;Rhône-Alpes;343;343;37.0094043887
18;19;Auvergne;117;117;35.2293577982
19;20;Languedoc;254;254;35.1722689076
20;21;Provence Côte d'Azur;227;227;41.38647343
