;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;1344;32;33.8136200717
1;2;Champagne;378;9;37.8270676692
2;3;Picardie;588;14;29.9527896996
3;4;Haute-Normandie;336;8;36.5066666667
4;5;Centre;882;21;34.0558375635
5;6;Basse-Normandie;756;18;33.6396396396
6;7;Bourgogne;336;8;34.8129496403
7;8;Nord;756;18;23.8117647059
8;9;Lorraine;672;16;29.5745341615
9;10;Alsace;714;17;35.1565495208
10;11;Franche Comté;294;7;29.014084507
11;12;Pays de la Loire;840;20;30.0604395604
12;13;Bretagne;798;19;29.1968085106
13;14;Poitou Charentes;966;23;36.8694690265
14;15;Aquitaine;966;23;31.0774487472
15;16;Midi-Pyrénées;966;23;32.4943310658
16;17;limousin;252;6;31.6822429907
17;18;Rhône-Alpes;924;22;32.5285359801
18;19;Auvergne;714;17;31.5299684543
19;20;Languedoc;798;19;30.5013927577
20;21;Provence Côte d'Azur;714;17;29.3101265823
