;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;319;319;35.7704280156
1;2;Champagne;70;70;39.2678571429
2;3;Picardie;79;79;41.1176470588
3;4;Haute-Normandie;79;79;37.3235294118
4;5;Centre;113;113;37.4166666667
5;6;Basse-Normandie;86;86;39.1392405063
6;7;Bourgogne;32;32;45.0
7;8;Nord;127;127;34.0810810811
8;9;Lorraine;114;114;33.7525773196
9;10;Alsace;74;74;32.0161290323
10;11;Franche Comté;80;80;39.4920634921
11;12;Pays de la Loire;125;125;37.8214285714
12;13;Bretagne;119;119;35.7264150943
13;14;Poitou Charentes;90;90;35.1829268293
14;15;Aquitaine;147;147;37.9692307692
15;16;Midi-Pyrénées;78;78;37.7058823529
16;17;limousin;27;27;35.0
17;18;Rhône-Alpes;198;198;32.3333333333
18;19;Auvergne;74;74;34.2028985507
19;20;Languedoc;142;142;32.6746031746
20;21;Provence Côte d'Azur;131;131;34.4553571429
