;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;259;37;37.4203539823
1;2;Champagne;28;4;43.8636363636
2;3;Picardie;42;6;33.1818181818
3;4;Haute-Normandie;56;8;35.5434782609
4;5;Centre;84;12;39.5652173913
5;6;Basse-Normandie;35;5;37.0588235294
6;7;Bourgogne;14;2;37.0
7;8;Nord;119;17;30.7894736842
8;9;Lorraine;91;13;37.45
9;10;Alsace;133;19;35.9133858268
10;11;Franche Comté;70;10;42.3142857143
11;12;Pays de la Loire;161;23;39.7172413793
12;13;Bretagne;98;14;46.5632183908
13;14;Poitou Charentes;63;9;35.0819672131
14;15;Aquitaine;112;16;39.693877551
15;16;Midi-Pyrénées;70;10;34.6153846154
16;17;limousin;42;6;44.875
17;18;Rhône-Alpes;217;31;34.9567567568
18;19;Auvergne;56;8;35.7407407407
19;20;Languedoc;140;20;34.5882352941
20;21;Provence Côte d'Azur;63;9;34.0175438596
