;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;601;601;36.5215827338
1;2;Champagne;129;129;40.313559322
2;3;Picardie;148;148;38.1857142857
3;4;Haute-Normandie;132;132;34.5423728814
4;5;Centre;203;203;37.956284153
5;6;Basse-Normandie;136;136;35.2424242424
6;7;Bourgogne;68;68;36.9264705882
7;8;Nord;227;227;31.7395348837
8;9;Lorraine;194;194;36.5107526882
9;10;Alsace;119;119;34.2803738318
10;11;Franche Comté;131;131;35.8661417323
11;12;Pays de la Loire;225;225;38.3285714286
12;13;Bretagne;220;220;40.0528846154
13;14;Poitou Charentes;164;164;38.2356687898
14;15;Aquitaine;244;244;35.8841201717
15;16;Midi-Pyrénées;153;153;39.2206896552
16;17;limousin;44;44;40.9756097561
17;18;Rhône-Alpes;343;343;34.596969697
18;19;Auvergne;117;117;36.1061946903
19;20;Languedoc;254;254;35.3251028807
20;21;Provence Côte d'Azur;227;227;36.8093023256
