;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;319;319;23.0803212851
1;2;Champagne;70;70;21.0
2;3;Picardie;79;79;22.6212121212
3;4;Haute-Normandie;79;79;20.5483870968
4;5;Centre;113;113;18.908045977
5;6;Basse-Normandie;86;86;21.1285714286
6;7;Bourgogne;32;32;20.8
7;8;Nord;127;127;19.4411764706
8;9;Lorraine;114;114;21.4845360825
9;10;Alsace;74;74;24.7833333333
10;11;Franche Comté;80;80;21.7258064516
11;12;Pays de la Loire;125;125;20.1018518519
12;13;Bretagne;119;119;21.7884615385
13;14;Poitou Charentes;90;90;19.9518072289
14;15;Aquitaine;147;147;20.5396825397
15;16;Midi-Pyrénées;78;78;19.5230769231
16;17;limousin;27;27;20.0869565217
17;18;Rhône-Alpes;198;198;19.3393939394
18;19;Auvergne;74;74;19.8333333333
19;20;Languedoc;142;142;19.76
20;21;Provence Côte d'Azur;131;131;21.4102564103
