;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;20;20;41.2941176471
1;2;Champagne;6;6;35.0
2;3;Picardie;9;9;45.7142857143
3;4;Haute-Normandie;4;4;56.25
4;5;Centre;11;11;42.5
5;6;Basse-Normandie;15;15;44.1333333333
6;7;Bourgogne;2;2;20.0
7;8;Nord;11;11;22.5454545455
8;9;Lorraine;10;10;40.0
9;10;Alsace;13;13;41.3636363636
10;11;Franche Comté;4;4;93.75
11;12;Pays de la Loire;11;11;41.6666666667
12;13;Bretagne;15;15;32.0714285714
13;14;Poitou Charentes;11;11;52.0
14;15;Aquitaine;18;18;30.5882352941
15;16;Midi-Pyrénées;13;13;41.25
16;17;limousin;4;4;36.6666666667
17;18;Rhône-Alpes;17;17;30.0
18;19;Auvergne;13;13;35.4545454545
19;20;Languedoc;11;11;33.8888888889
20;21;Provence Côte d'Azur;11;11;30.5555555556
