;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;238;34;36.8513513514
1;2;Champagne;14;2;43.3333333333
2;3;Picardie;35;5;48.3333333333
3;4;Haute-Normandie;98;14;44.8255813953
4;5;Centre;56;8;43.0
5;6;Basse-Normandie;42;6;41.5476190476
6;7;Bourgogne;28;4;43.75
7;8;Nord;35;5;30.0967741935
8;9;Lorraine;35;5;57.9428571429
9;10;Alsace;14;2;29.4285714286
10;11;Franche Comté;14;2;32.8571428571
11;12;Pays de la Loire;77;11;35.9315068493
12;13;Bretagne;112;16;38.7142857143
13;14;Poitou Charentes;28;4;43.3928571429
14;15;Aquitaine;77;11;42.9333333333
15;16;Midi-Pyrénées;49;7;34.3125
16;17;limousin;7;1;27.5
17;18;Rhône-Alpes;161;23;41.5845070423
18;19;Auvergne;28;4;32.8571428571
19;20;Languedoc;98;14;32.1413043478
20;21;Provence Côte d'Azur;98;14;33.4042553191
