;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;60;60;35.5090909091
1;2;Champagne;4;4;43.3333333333
2;3;Picardie;22;22;51.9047619048
3;4;Haute-Normandie;13;13;37.0833333333
4;5;Centre;9;9;42.7777777778
5;6;Basse-Normandie;12;12;33.6363636364
6;7;Bourgogne;9;9;32.7777777778
7;8;Nord;9;9;30.875
8;9;Lorraine;17;17;34.0625
9;10;Alsace;12;12;30.5833333333
10;11;Franche Comté;8;8;35.0
11;12;Pays de la Loire;26;26;43.6
12;13;Bretagne;17;17;36.6666666667
13;14;Poitou Charentes;10;10;36.1111111111
14;15;Aquitaine;21;21;39.25
15;16;Midi-Pyrénées;8;8;35.0
16;17;limousin;4;4;37.5
17;18;Rhône-Alpes;46;46;46.2790697674
18;19;Auvergne;8;8;29.375
19;20;Languedoc;20;20;38.75
20;21;Provence Côte d'Azur;28;28;41.4814814815
