;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;224;32;16.2336956522
1;2;Champagne;0;0;
2;3;Picardie;77;11;23.4558823529
3;4;Haute-Normandie;63;9;14.1020408163
4;5;Centre;35;5;17.1428571429
5;6;Basse-Normandie;28;4;15.9259259259
6;7;Bourgogne;35;5;19.0322580645
7;8;Nord;28;4;14.75
8;9;Lorraine;42;6;23.1818181818
9;10;Alsace;21;3;22.9411764706
10;11;Franche Comté;35;5;21.7428571429
11;12;Pays de la Loire;56;8;22.6470588235
12;13;Bretagne;70;10;23.0625
13;14;Poitou Charentes;28;4;14.4642857143
14;15;Aquitaine;56;8;21.5957446809
15;16;Midi-Pyrénées;42;6;19.2
16;17;limousin;28;4;22.1428571429
17;18;Rhône-Alpes;140;20;16.219047619
18;19;Auvergne;35;5;17.1764705882
19;20;Languedoc;70;10;17.1587301587
20;21;Provence Côte d'Azur;98;14;19.4468085106
