;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;21.9459459459
1;2;Champagne;59;59;22.1836734694
2;3;Picardie;69;69;18.2295081967
3;4;Haute-Normandie;53;53;18.1891891892
4;5;Centre;90;90;20.1594202899
5;6;Basse-Normandie;50;50;17.9772727273
6;7;Bourgogne;36;36;21.625
7;8;Nord;100;100;19.858974359
8;9;Lorraine;80;80;21.4029850746
9;10;Alsace;45;45;18.6388888889
10;11;Franche Comté;51;51;22.4146341463
11;12;Pays de la Loire;100;100;21.1888888889
12;13;Bretagne;101;101;21.8444444444
13;14;Poitou Charentes;74;74;22.1230769231
14;15;Aquitaine;97;97;23.9746835443
15;16;Midi-Pyrénées;75;75;18.9848484848
16;17;limousin;17;17;21.6666666667
17;18;Rhône-Alpes;145;145;18.0614035088
18;19;Auvergne;43;43;19.6470588235
19;20;Languedoc;112;112;21.9130434783
20;21;Provence Côte d'Azur;96;96;19.2682926829
