;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;15;15;18.6923076923
1;2;Champagne;3;3;28.3333333333
2;3;Picardie;10;10;19.6666666667
3;4;Haute-Normandie;8;8;23.75
4;5;Centre;5;5;20.4
5;6;Basse-Normandie;3;3;16.6666666667
6;7;Bourgogne;3;3;22.5
7;8;Nord;11;11;19.2857142857
8;9;Lorraine;9;9;24.4444444444
9;10;Alsace;3;3;17.5
10;11;Franche Comté;1;1;10.0
11;12;Pays de la Loire;10;10;24.5
12;13;Bretagne;8;8;21.4285714286
13;14;Poitou Charentes;4;4;21.6666666667
14;15;Aquitaine;14;14;17.5
15;16;Midi-Pyrénées;9;9;18.3333333333
16;17;limousin;2;2;20.0
17;18;Rhône-Alpes;16;16;16.6666666667
18;19;Auvergne;3;3;7.5
19;20;Languedoc;9;9;18.4285714286
20;21;Provence Côte d'Azur;8;8;19.1666666667
