;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;224;32;34.6213592233
1;2;Champagne;0;0;
2;3;Picardie;77;11;41.2162162162
3;4;Haute-Normandie;63;9;38.5
4;5;Centre;35;5;43.8333333333
5;6;Basse-Normandie;28;4;26.4285714286
6;7;Bourgogne;35;5;48.0303030303
7;8;Nord;28;4;28.8461538462
8;9;Lorraine;42;6;37.96875
9;10;Alsace;21;3;36.9047619048
10;11;Franche Comté;35;5;38.0882352941
11;12;Pays de la Loire;56;8;30.84
12;13;Bretagne;70;10;41.25
13;14;Poitou Charentes;28;4;34.1071428571
14;15;Aquitaine;56;8;37.1851851852
15;16;Midi-Pyrénées;42;6;44.325
16;17;limousin;28;4;37.7777777778
17;18;Rhône-Alpes;140;20;33.9140625
18;19;Auvergne;35;5;49.3939393939
19;20;Languedoc;70;10;39.2857142857
20;21;Provence Côte d'Azur;98;14;39.5824175824
