;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;77;11;22.2647058824
1;2;Champagne;14;2;18.5714285714
2;3;Picardie;28;4;22.2592592593
3;4;Haute-Normandie;35;5;23.1666666667
4;5;Centre;42;6;18.8648648649
5;6;Basse-Normandie;14;2;14.0
6;7;Bourgogne;14;2;22.3076923077
7;8;Nord;49;7;19.8723404255
8;9;Lorraine;42;6;27.7941176471
9;10;Alsace;42;6;23.5294117647
10;11;Franche Comté;28;4;23.6086956522
11;12;Pays de la Loire;70;10;16.03125
12;13;Bretagne;49;7;25.7291666667
13;14;Poitou Charentes;35;5;17.5757575758
14;15;Aquitaine;70;10;24.4642857143
15;16;Midi-Pyrénées;28;4;17.6111111111
16;17;limousin;14;2;15.3571428571
17;18;Rhône-Alpes;105;15;23.6585365854
18;19;Auvergne;7;1;12.1428571429
19;20;Languedoc;91;13;15.6279069767
20;21;Provence Côte d'Azur;28;4;21.1111111111
