;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;56;8;37.3333333333
1;2;Champagne;42;6;35.78125
2;3;Picardie;14;2;40.0
3;4;Haute-Normandie;28;4;29.25
4;5;Centre;42;6;38.8571428571
5;6;Basse-Normandie;28;4;28.9130434783
6;7;Bourgogne;14;2;33.75
7;8;Nord;105;15;52.380952381
8;9;Lorraine;35;5;30.125
9;10;Alsace;28;4;28.4583333333
10;11;Franche Comté;7;1;20.0
11;12;Pays de la Loire;14;2;64.2857142857
12;13;Bretagne;7;1;53.5714285714
13;14;Poitou Charentes;21;3;36.3888888889
14;15;Aquitaine;7;1;30.0
15;16;Midi-Pyrénées;14;2;55.0
16;17;limousin;28;4;33.6363636364
17;18;Rhône-Alpes;35;5;35.5357142857
18;19;Auvergne;7;1;36.4285714286
19;20;Languedoc;21;3;73.8095238095
20;21;Provence Côte d'Azur;28;4;43.3333333333
