;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;3606;601;31.7336448598
1;2;Champagne;774;129;32.8940809969
2;3;Picardie;888;148;32.0515463918
3;4;Haute-Normandie;792;132;31.496835443
4;5;Centre;1218;203;33.1848049281
5;6;Basse-Normandie;816;136;32.9807162534
6;7;Bourgogne;408;68;34.7428571429
7;8;Nord;1362;227;29.0287162162
8;9;Lorraine;1164;194;32.8052738337
9;10;Alsace;714;119;31.0766666667
10;11;Franche Comté;786;131;31.6153846154
11;12;Pays de la Loire;1350;225;31.4216666667
12;13;Bretagne;1320;220;33.018487395
13;14;Poitou Charentes;984;164;32.0549450549
14;15;Aquitaine;1464;244;32.25
15;16;Midi-Pyrénées;918;153;31.9756690998
16;17;limousin;264;44;31.188034188
17;18;Rhône-Alpes;2058;343;30.3494382022
18;19;Auvergne;702;117;34.3026315789
19;20;Languedoc;1524;254;30.8582089552
20;21;Provence Côte d'Azur;1362;227;32.5621890547
