;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;35;5;27.8125
1;2;Champagne;14;2;24.2857142857
2;3;Picardie;28;4;32.5
3;4;Haute-Normandie;28;4;33.3333333333
4;5;Centre;56;8;41.7441860465
5;6;Basse-Normandie;14;2;59.2857142857
6;7;Bourgogne;14;2;27.5
7;8;Nord;28;4;41.0
8;9;Lorraine;28;4;34.5909090909
9;10;Alsace;14;2;26.5384615385
10;11;Franche Comté;56;8;35.537037037
11;12;Pays de la Loire;35;5;32.2413793103
12;13;Bretagne;21;3;52.1052631579
13;14;Poitou Charentes;35;5;27.2285714286
14;15;Aquitaine;21;3;30.5263157895
15;16;Midi-Pyrénées;49;7;43.2244897959
16;17;limousin;7;1;45.0
17;18;Rhône-Alpes;56;8;32.8571428571
18;19;Auvergne;21;3;32.25
19;20;Languedoc;28;4;46.0526315789
20;21;Provence Côte d'Azur;21;3;25.4705882353
