;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;222;37;33.3555555556
1;2;Champagne;24;4;35.0
2;3;Picardie;36;6;29.0625
3;4;Haute-Normandie;48;8;32.6315789474
4;5;Centre;72;12;31.2258064516
5;6;Basse-Normandie;30;5;31.0714285714
6;7;Bourgogne;12;2;31.0
7;8;Nord;102;17;27.7346938776
8;9;Lorraine;78;13;32.0
9;10;Alsace;114;19;31.4
10;11;Franche Comté;60;10;32.6785714286
11;12;Pays de la Loire;138;23;35.3166666667
12;13;Bretagne;84;14;35.6842105263
13;14;Poitou Charentes;54;9;33.2692307692
14;15;Aquitaine;96;16;35.75
15;16;Midi-Pyrénées;60;10;27.7777777778
16;17;limousin;36;6;33.6111111111
17;18;Rhône-Alpes;186;31;35.7341772152
18;19;Auvergne;48;8;30.4347826087
19;20;Languedoc;120;20;29.0862068966
20;21;Provence Côte d'Azur;54;9;37.4
