;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;1914;319;31.0295119183
1;2;Champagne;420;70;31.2962962963
2;3;Picardie;474;79;32.2954545455
3;4;Haute-Normandie;474;79;31.9178082192
4;5;Centre;678;113;32.0360655738
5;6;Basse-Normandie;516;86;29.9137254902
6;7;Bourgogne;192;32;34.8876404494
7;8;Nord;762;127;27.2162921348
8;9;Lorraine;684;114;29.8067484663
9;10;Alsace;444;74;30.35
10;11;Franche Comté;480;80;30.8157894737
11;12;Pays de la Loire;750;125;31.3457142857
12;13;Bretagne;714;119;33.1646706587
13;14;Poitou Charentes;540;90;31.2857142857
14;15;Aquitaine;882;147;30.3824228029
15;16;Midi-Pyrénées;468;78;30.0552995392
16;17;limousin;162;27;31.5675675676
17;18;Rhône-Alpes;1188;198;28.8233215548
18;19;Auvergne;444;74;30.2285714286
19;20;Languedoc;852;142;30.6138613861
20;21;Provence Côte d'Azur;786;131;31.1386666667
