;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;19;19;24.2307692308
1;2;Champagne;8;8;22.5
2;3;Picardie;7;7;19.2857142857
3;4;Haute-Normandie;2;2;22.5
4;5;Centre;7;7;23.75
5;6;Basse-Normandie;7;7;15.0
6;7;Bourgogne;3;3;12.5
7;8;Nord;10;10;17.5
8;9;Lorraine;8;8;22.8571428571
9;10;Alsace;3;3;22.3333333333
10;11;Franche Comté;1;1;
11;12;Pays de la Loire;9;9;18.8333333333
12;13;Bretagne;15;15;22.5
13;14;Poitou Charentes;8;8;27.8571428571
14;15;Aquitaine;4;4;25.0
15;16;Midi-Pyrénées;8;8;16.25
16;17;limousin;3;3;18.3333333333
17;18;Rhône-Alpes;11;11;16.9
18;19;Auvergne;4;4;22.5
19;20;Languedoc;6;6;11.75
20;21;Provence Côte d'Azur;7;7;20.8333333333
