;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;22.4008350731
1;2;Champagne;129;129;22.6320754717
2;3;Picardie;148;148;19.3100775194
3;4;Haute-Normandie;132;132;20.0747663551
4;5;Centre;203;203;20.4285714286
5;6;Basse-Normandie;136;136;19.9491525424
6;7;Bourgogne;68;68;20.2833333333
7;8;Nord;227;227;19.4153005464
8;9;Lorraine;194;194;21.3496932515
9;10;Alsace;119;119;20.3775510204
10;11;Franche Comté;131;131;21.75
11;12;Pays de la Loire;225;225;19.9187817259
12;13;Bretagne;220;220;20.5154639175
13;14;Poitou Charentes;164;164;20.5517241379
14;15;Aquitaine;244;244;21.3047619048
15;16;Midi-Pyrénées;153;153;18.8549618321
16;17;limousin;44;44;19.1315789474
17;18;Rhône-Alpes;343;343;19.7978723404
18;19;Auvergne;117;117;20.54
19;20;Languedoc;254;254;21.320754717
20;21;Provence Côte d'Azur;227;227;19.5736040609
