;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;43;43;18.2682926829
1;2;Champagne;3;3;21.6666666667
2;3;Picardie;7;7;17.5
3;4;Haute-Normandie;7;7;12.1428571429
4;5;Centre;5;5;20.0
5;6;Basse-Normandie;5;5;17.0
6;7;Bourgogne;2;2;22.5
7;8;Nord;6;6;16.2
8;9;Lorraine;10;10;15.5
9;10;Alsace;3;3;20.0
10;11;Franche Comté;2;2;7.5
11;12;Pays de la Loire;17;17;18.8235294118
12;13;Bretagne;16;16;21.3333333333
13;14;Poitou Charentes;4;4;18.3333333333
14;15;Aquitaine;14;14;25.3076923077
15;16;Midi-Pyrénées;12;12;15.5555555556
16;17;limousin;2;2;20.0
17;18;Rhône-Alpes;20;20;17.3529411765
18;19;Auvergne;5;5;21.25
19;20;Languedoc;11;11;16.0
20;21;Provence Côte d'Azur;10;10;15.0
