;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;1692;282;31.994757536
1;2;Champagne;354;59;33.6894409938
2;3;Picardie;414;69;34.5773195876
3;4;Haute-Normandie;318;53;32.4014084507
4;5;Centre;540;90;35.0553191489
5;6;Basse-Normandie;300;50;33.6014492754
6;7;Bourgogne;216;36;31.3823529412
7;8;Nord;600;100;30.9115384615
8;9;Lorraine;480;80;29.0
9;10;Alsace;270;45;32.5666666667
10;11;Franche Comté;306;51;31.777027027
11;12;Pays de la Loire;600;100;32.9964664311
12;13;Bretagne;606;101;33.2517730496
13;14;Poitou Charentes;444;74;33.1804878049
14;15;Aquitaine;582;97;34.5969581749
15;16;Midi-Pyrénées;450;75;31.1105769231
16;17;limousin;102;17;36.2340425532
17;18;Rhône-Alpes;870;145;32.2493702771
18;19;Auvergne;258;43;30.7540983607
19;20;Languedoc;672;112;31.0229508197
20;21;Provence Côte d'Azur;576;96;32.5793650794
