;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;1692;282;31.2485549133
1;2;Champagne;354;59;32.4183006536
2;3;Picardie;414;69;33.7837837838
3;4;Haute-Normandie;318;53;31.6428571429
4;5;Centre;540;90;33.0609137056
5;6;Basse-Normandie;300;50;32.16
6;7;Bourgogne;216;36;32.5
7;8;Nord;600;100;27.2845528455
8;9;Lorraine;480;80;29.6683937824
9;10;Alsace;270;45;29.9351851852
10;11;Franche Comté;306;51;31.2910447761
11;12;Pays de la Loire;600;100;30.4942084942
12;13;Bretagne;606;101;36.1042471042
13;14;Poitou Charentes;444;74;34.4489795918
14;15;Aquitaine;582;97;33.4757709251
15;16;Midi-Pyrénées;450;75;31.890625
16;17;limousin;102;17;37.7272727273
17;18;Rhône-Alpes;870;145;29.7602179837
18;19;Auvergne;258;43;33.0535714286
19;20;Languedoc;672;112;30.2326388889
20;21;Provence Côte d'Azur;576;96;30.5894308943
