;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;198;33;32.4886363636
1;2;Champagne;96;16;39.0243902439
2;3;Picardie;96;16;36.2
3;4;Haute-Normandie;66;11;29.53125
4;5;Centre;78;13;35.2777777778
5;6;Basse-Normandie;84;14;39.875
6;7;Bourgogne;30;5;27.0
7;8;Nord;96;16;31.3255813953
8;9;Lorraine;102;17;31.7441860465
9;10;Alsace;90;15;29.0810810811
10;11;Franche Comté;18;3;32.875
11;12;Pays de la Loire;132;22;28.1960784314
12;13;Bretagne;144;24;32.6527777778
13;14;Poitou Charentes;96;16;41.3636363636
14;15;Aquitaine;156;26;31.0684931507
15;16;Midi-Pyrénées;78;13;31.0
16;17;limousin;18;3;22.7777777778
17;18;Rhône-Alpes;144;24;22.5714285714
18;19;Auvergne;54;9;30.1923076923
19;20;Languedoc;108;18;29.3617021277
20;21;Provence Côte d'Azur;108;18;33.5576923077
