;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;20.0346153846
1;2;Champagne;129;129;21.1403508772
2;3;Picardie;148;148;20.803030303
3;4;Haute-Normandie;132;132;19.3781512605
4;5;Centre;203;203;19.4035087719
5;6;Basse-Normandie;136;136;18.944
6;7;Bourgogne;68;68;20.4918032787
7;8;Nord;227;227;19.4607843137
8;9;Lorraine;194;194;20.8125
9;10;Alsace;119;119;21.612244898
10;11;Franche Comté;131;131;22.0854700855
11;12;Pays de la Loire;225;225;19.039800995
12;13;Bretagne;220;220;19.9303482587
13;14;Poitou Charentes;164;164;19.6394557823
14;15;Aquitaine;244;244;21.0688073394
15;16;Midi-Pyrénées;153;153;16.9208633094
16;17;limousin;44;44;19.0256410256
17;18;Rhône-Alpes;343;343;18.884244373
18;19;Auvergne;117;117;19.2857142857
19;20;Languedoc;254;254;19.5185185185
20;21;Provence Côte d'Azur;227;227;21.039800995
