;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;20.9603524229
1;2;Champagne;59;59;22.4893617021
2;3;Picardie;69;69;19.8070175439
3;4;Haute-Normandie;53;53;20.8863636364
4;5;Centre;90;90;19.7714285714
5;6;Basse-Normandie;50;50;16.8604651163
6;7;Bourgogne;36;36;18.6176470588
7;8;Nord;100;100;21.2409638554
8;9;Lorraine;80;80;20.5
9;10;Alsace;45;45;19.4871794872
10;11;Franche Comté;51;51;20.2272727273
11;12;Pays de la Loire;100;100;20.2065217391
12;13;Bretagne;101;101;19.8333333333
13;14;Poitou Charentes;74;74;21.3432835821
14;15;Aquitaine;97;97;23.012195122
15;16;Midi-Pyrénées;75;75;18.2222222222
16;17;limousin;17;17;24.4666666667
17;18;Rhône-Alpes;145;145;18.4146341463
18;19;Auvergne;43;43;19.275
19;20;Languedoc;112;112;18.8043478261
20;21;Provence Côte d'Azur;96;96;19.6987951807
