;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;360;60;29.3164556962
1;2;Champagne;24;4;37.0833333333
2;3;Picardie;132;22;32.2131147541
3;4;Haute-Normandie;78;13;38.1714285714
4;5;Centre;54;9;30.625
5;6;Basse-Normandie;72;12;31.3888888889
6;7;Bourgogne;54;9;25.2
7;8;Nord;54;9;24.2916666667
8;9;Lorraine;102;17;29.4680851064
9;10;Alsace;72;12;30.8181818182
10;11;Franche Comté;48;8;40.5
11;12;Pays de la Loire;156;26;33.7945205479
12;13;Bretagne;102;17;31.2790697674
13;14;Poitou Charentes;60;10;29.4827586207
14;15;Aquitaine;126;21;34.9137931034
15;16;Midi-Pyrénées;48;8;41.5
16;17;limousin;24;4;34.4444444444
17;18;Rhône-Alpes;276;46;31.2333333333
18;19;Auvergne;48;8;29.7727272727
19;20;Languedoc;120;20;27.8846153846
20;21;Provence Côte d'Azur;168;28;29.7341772152
