;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;319;319;20.5714285714
1;2;Champagne;70;70;20.6507936508
2;3;Picardie;79;79;19.9718309859
3;4;Haute-Normandie;79;79;19.1232876712
4;5;Centre;113;113;19.86
5;6;Basse-Normandie;86;86;18.0476190476
6;7;Bourgogne;32;32;22.1666666667
7;8;Nord;127;127;18.9739130435
8;9;Lorraine;114;114;18.819047619
9;10;Alsace;74;74;23.9677419355
10;11;Franche Comté;80;80;20.8243243243
11;12;Pays de la Loire;125;125;17.6239316239
12;13;Bretagne;119;119;18.3628318584
13;14;Poitou Charentes;90;90;20.3647058824
14;15;Aquitaine;147;147;18.102189781
15;16;Midi-Pyrénées;78;78;16.7837837838
16;17;limousin;27;27;18.7391304348
17;18;Rhône-Alpes;198;198;17.6195652174
18;19;Auvergne;74;74;18.0147058824
19;20;Languedoc;142;142;19.5954198473
20;21;Provence Côte d'Azur;131;131;18.8925619835
