;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;420;60;33.3612565445
1;2;Champagne;28;4;33.3333333333
2;3;Picardie;154;22;44.9440559441
3;4;Haute-Normandie;91;13;41.5057471264
4;5;Centre;63;9;38.9090909091
5;6;Basse-Normandie;84;12;36.125
6;7;Bourgogne;63;9;39.3333333333
7;8;Nord;63;9;38.1016949153
8;9;Lorraine;119;17;37.1607142857
9;10;Alsace;84;12;34.0853658537
10;11;Franche Comté;56;8;38.6363636364
11;12;Pays de la Loire;182;26;38.0057471264
12;13;Bretagne;119;17;44.9357798165
13;14;Poitou Charentes;70;10;37.8676470588
14;15;Aquitaine;147;21;39.0774647887
15;16;Midi-Pyrénées;56;8;47.56
16;17;limousin;28;4;47.5
17;18;Rhône-Alpes;322;46;37.6245847176
18;19;Auvergne;56;8;36.4807692308
19;20;Languedoc;140;20;35.9772727273
20;21;Provence Côte d'Azur;196;28;38.6296296296
