;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;106;106;37.6593406593
1;2;Champagne;42;42;48.6904761905
2;3;Picardie;17;17;39.6666666667
3;4;Haute-Normandie;7;7;42.5
4;5;Centre;45;45;44.5454545455
5;6;Basse-Normandie;17;17;42.3333333333
6;7;Bourgogne;8;8;29.375
7;8;Nord;57;57;37.2
8;9;Lorraine;21;21;43.5
9;10;Alsace;8;8;51.8333333333
10;11;Franche Comté;9;9;31.5555555556
11;12;Pays de la Loire;28;28;38.75
12;13;Bretagne;21;21;42.75
13;14;Poitou Charentes;15;15;34.2857142857
14;15;Aquitaine;19;19;44.6875
15;16;Midi-Pyrénées;8;8;34.375
16;17;limousin;2;2;25.0
17;18;Rhône-Alpes;18;18;32.7777777778
18;19;Auvergne;11;11;45.9090909091
19;20;Languedoc;42;42;36.2105263158
20;21;Provence Côte d'Azur;33;33;36.2068965517
