;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;62;62;19.78
1;2;Champagne;1;1;
2;3;Picardie;10;10;15.1111111111
3;4;Haute-Normandie;4;4;16.25
4;5;Centre;4;4;15.75
5;6;Basse-Normandie;5;5;16.0
6;7;Bourgogne;1;1;20.0
7;8;Nord;5;5;18.75
8;9;Lorraine;9;9;34.2857142857
9;10;Alsace;6;6;19.0
10;11;Franche Comté;2;2;25.0
11;12;Pays de la Loire;12;12;22.2727272727
12;13;Bretagne;7;7;20.8333333333
13;14;Poitou Charentes;3;3;30.0
14;15;Aquitaine;11;11;21.25
15;16;Midi-Pyrénées;7;7;15.8333333333
16;17;limousin;1;1;30.0
17;18;Rhône-Alpes;20;20;18.2631578947
18;19;Auvergne;3;3;17.5
19;20;Languedoc;4;4;23.75
20;21;Provence Côte d'Azur;12;12;21.0
