;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;259;37;38.2477876106
1;2;Champagne;28;4;44.8
2;3;Picardie;42;6;40.2702702703
3;4;Haute-Normandie;56;8;35.7872340426
4;5;Centre;84;12;46.3150684932
5;6;Basse-Normandie;35;5;39.5454545455
6;7;Bourgogne;14;2;30.0
7;8;Nord;119;17;31.990990991
8;9;Lorraine;91;13;37.1604938272
9;10;Alsace;133;19;39.2456140351
10;11;Franche Comté;70;10;36.2686567164
11;12;Pays de la Loire;161;23;38.6126760563
12;13;Bretagne;98;14;48.7752808989
13;14;Poitou Charentes;63;9;42.2131147541
14;15;Aquitaine;112;16;38.3163265306
15;16;Midi-Pyrénées;70;10;34.3134328358
16;17;limousin;42;6;37.5641025641
17;18;Rhône-Alpes;217;31;40.904494382
18;19;Auvergne;56;8;31.6071428571
19;20;Languedoc;140;20;36.1185185185
20;21;Provence Côte d'Azur;63;9;43.8474576271
