;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;319;319;22.8971193416
1;2;Champagne;70;70;23.7307692308
2;3;Picardie;79;79;20.8709677419
3;4;Haute-Normandie;79;79;21.1538461538
4;5;Centre;113;113;19.0114942529
5;6;Basse-Normandie;86;86;21.4558823529
6;7;Bourgogne;32;32;22.2222222222
7;8;Nord;127;127;19.1962616822
8;9;Lorraine;114;114;22.5
9;10;Alsace;74;74;23.6333333333
10;11;Franche Comté;80;80;22.05
11;12;Pays de la Loire;125;125;19.8113207547
12;13;Bretagne;119;119;20.0480769231
13;14;Poitou Charentes;90;90;20.5696202532
14;15;Aquitaine;147;147;19.7355371901
15;16;Midi-Pyrénées;78;78;20.8870967742
16;17;limousin;27;27;19.5238095238
17;18;Rhône-Alpes;198;198;19.6075949367
18;19;Auvergne;74;74;20.953125
19;20;Languedoc;142;142;19.8760330579
20;21;Provence Côte d'Azur;131;131;20.3518518519
