;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;13;13;17.9166666667
1;2;Champagne;2;2;15.0
2;3;Picardie;2;2;12.5
3;4;Haute-Normandie;2;2;22.5
4;5;Centre;6;6;16.0
5;6;Basse-Normandie;2;2;16.5
6;7;Bourgogne;3;3;10.0
7;8;Nord;5;5;26.0
8;9;Lorraine;8;8;19.375
9;10;Alsace;2;2;45.0
10;11;Franche Comté;15;15;21.0
11;12;Pays de la Loire;5;5;23.75
12;13;Bretagne;6;6;13.0
13;14;Poitou Charentes;9;9;21.6666666667
14;15;Aquitaine;7;7;13.5714285714
15;16;Midi-Pyrénées;5;5;18.0
16;17;limousin;1;1;
17;18;Rhône-Alpes;12;12;21.3636363636
18;19;Auvergne;4;4;15.0
19;20;Languedoc;5;5;13.0
20;21;Provence Côte d'Azur;3;3;25.0
