;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;20.4976958525
1;2;Champagne;59;59;21.9090909091
2;3;Picardie;69;69;20.8360655738
3;4;Haute-Normandie;53;53;20.6944444444
4;5;Centre;90;90;20.3
5;6;Basse-Normandie;50;50;18.375
6;7;Bourgogne;36;36;23.064516129
7;8;Nord;100;100;20.5875
8;9;Lorraine;80;80;20.6507936508
9;10;Alsace;45;45;21.2727272727
10;11;Franche Comté;51;51;23.0
11;12;Pays de la Loire;100;100;19.6588235294
12;13;Bretagne;101;101;22.1547619048
13;14;Poitou Charentes;74;74;21.2903225806
14;15;Aquitaine;97;97;22.2142857143
15;16;Midi-Pyrénées;75;75;18.724137931
16;17;limousin;17;17;20.7142857143
17;18;Rhône-Alpes;145;145;17.0431034483
18;19;Auvergne;43;43;20.7941176471
19;20;Languedoc;112;112;20.5824175824
20;21;Provence Côte d'Azur;96;96;20.8717948718
