;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;601;601;35.5801217039
1;2;Champagne;129;129;38.3727272727
2;3;Picardie;148;148;39.7727272727
3;4;Haute-Normandie;132;132;37.0654205607
4;5;Centre;203;203;38.2037037037
5;6;Basse-Normandie;136;136;37.3524590164
6;7;Bourgogne;68;68;40.7627118644
7;8;Nord;227;227;32.890052356
8;9;Lorraine;194;194;34.0858895706
9;10;Alsace;119;119;32.7777777778
10;11;Franche Comté;131;131;38.1009174312
11;12;Pays de la Loire;225;225;36.592039801
12;13;Bretagne;220;220;37.7794871795
13;14;Poitou Charentes;164;164;36.389261745
14;15;Aquitaine;244;244;38.1913875598
15;16;Midi-Pyrénées;153;153;36.6814814815
16;17;limousin;44;44;36.8421052632
17;18;Rhône-Alpes;343;343;33.8243243243
18;19;Auvergne;117;117;36.8518518519
19;20;Languedoc;254;254;34.0921052632
20;21;Provence Côte d'Azur;227;227;34.0880829016
