;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;231;33;32.7272727273
1;2;Champagne;112;16;39.1530612245
2;3;Picardie;112;16;35.8090909091
3;4;Haute-Normandie;77;11;36.1038961039
4;5;Centre;91;13;39.9166666667
5;6;Basse-Normandie;98;14;46.9473684211
6;7;Bourgogne;35;5;31.3939393939
7;8;Nord;112;16;30.3398058252
8;9;Lorraine;119;17;32.8070175439
9;10;Alsace;105;15;31.6888888889
10;11;Franche Comté;21;3;43.15
11;12;Pays de la Loire;154;22;38.6791044776
12;13;Bretagne;168;24;38.8641975309
13;14;Poitou Charentes;112;16;44.0
14;15;Aquitaine;182;26;35.9356725146
15;16;Midi-Pyrénées;91;13;35.0
16;17;limousin;21;3;32.619047619
17;18;Rhône-Alpes;168;24;28.0211267606
18;19;Auvergne;63;9;34.9672131148
19;20;Languedoc;126;18;34.7477477477
20;21;Provence Côte d'Azur;126;18;40.474137931
