;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;282;282;37.679389313
1;2;Champagne;59;59;40.8070175439
2;3;Picardie;69;69;39.515625
3;4;Haute-Normandie;53;53;35.7872340426
4;5;Centre;90;90;39.75
5;6;Basse-Normandie;50;50;36.1111111111
6;7;Bourgogne;36;36;37.8125
7;8;Nord;100;100;37.7956989247
8;9;Lorraine;80;80;30.6184210526
9;10;Alsace;45;45;29.2926829268
10;11;Franche Comté;51;51;39.12
11;12;Pays de la Loire;100;100;40.7362637363
12;13;Bretagne;101;101;46.1612903226
13;14;Poitou Charentes;74;74;37.0985915493
14;15;Aquitaine;97;97;37.0111111111
15;16;Midi-Pyrénées;75;75;39.2876712329
16;17;limousin;17;17;37.1875
17;18;Rhône-Alpes;145;145;37.2519083969
18;19;Auvergne;43;43;33.8205128205
19;20;Languedoc;112;112;35.92
20;21;Provence Côte d'Azur;96;96;35.978021978
