;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;18;3;30.625
1;2;Champagne;30;5;41.5384615385
2;3;Picardie;12;2;33.75
3;4;Haute-Normandie;18;3;27.8571428571
4;5;Centre;24;4;28.6363636364
5;6;Basse-Normandie;18;3;29.2857142857
6;7;Bourgogne;6;1;
7;8;Nord;48;8;27.5
8;9;Lorraine;24;4;22.5
9;10;Alsace;18;3;25.0
10;11;Franche Comté;6;1;17.5
11;12;Pays de la Loire;6;1;31.0
12;13;Bretagne;6;1;60.0
13;14;Poitou Charentes;6;1;45.0
14;15;Aquitaine;0;0;
15;16;Midi-Pyrénées;12;2;23.0
16;17;limousin;18;3;25.5555555556
17;18;Rhône-Alpes;12;2;32.5
18;19;Auvergne;0;0;
19;20;Languedoc;12;2;63.3333333333
20;21;Provence Côte d'Azur;12;2;55.0
